-1,0.202669509
-1,0.197650065
-1,0.190439517
-1,0.181403051
-2,0.170905849
-2,0.159313096
-2,0.146989975
-2,0.13430167
-2,0.121613365
-2,0.109290244
-1,0.097697491
-1,0.087200289
-1,0.078163823
-1,0.070953275
-1,0.065933831
-1,0.063367604
-1,0.063104434
-1,0.064891087
-1,0.068474334
0,0.073600943
-1,0.080017683
-1,0.087471322
0,0.095744861
0,0.104766225
0,0.114499568
0,0.124909048
0,0.13595882
0,0.14761304
0,0.159835863
0,0.172591447
0,0.185843945
0,0.199557516
0,0.213696313
0,0.228224494
0,0.243106213
0,0.243106213
0,0.258305628
0,0.273786893
0,0.289514165
0,0.3054516
0,0.321563353
0,0.337813581
0,0.354166439
0,0.370586083
1,0.387036669
1,0.403482352
2,0.41988729
2,0.436215637
2,0.452431549
3,0.468499184
4,0.484382695
4,0.500046239
4,0.515453973
4,0.530570051
4,0.54535863
4,0.559783866
4,0.573809915
4,0.587400932
4,0.600521073
4,0.613134494
5,0.625205352
5,0.636697801
5,0.647575999
5,0.6578041
5,0.66734626
5,0.676166637
5,0.684229384
5,0.691498659
6,0.697938617
5,0.703513414
5,0.708187206
5,0.711924148
5,0.714688398
5,0.716444109
5,0.71715544
5,0.716786544
5,0.715301579
5,0.7126647
5,0.708840062
5,0.703791823
5,0.697484137
4,0.689881161
4,0.68094705
3,0.670645961
3,0.658942049
3,0.64579947
3,0.63118238
3,0.615054935
3,0.597532703
3,0.579336898
3,0.561340149
3,0.544415082
3,0.529434325
2,0.517270505
2,0.508796249
2,0.504376904
2,0.502348692
2,0.502348692
1,0.500540555
1,0.496781436
1,0.488900276
1,0.474726017
1,0.452087601
1,0.419429033
1,0.377654566
1,0.328283518
1,0.272835203
1,0.21282894
1,0.149784044
1,0.085219831
1,0.020655618
